,id,note__user__username,note__text,docstatement__text,docstatement__id,docstatement__technology__name
1456,58276,,,"Figure 2 illustrates that in the process of decreasing the pressure on the PB for climate change with BECCS, additional pressure is exerted onto other PBs. With the regional safe constraint, almost no biomass plantations can be implemented. ",1011.0,H7_Lim_tech
1457,58276,,,"Figure 2 illustrates that in the process of decreasing the pressure on the PB for climate change with BECCS, additional pressure is exerted onto other PBs. With the regional safe constraint, almost no biomass plantations can be implemented. ",1011.0,Z4_technology
1458,52532,hilj,Reality check,"Simulations for RCP2.6 which represent a future global rise of 2°C or less, all required CCS as well as 40–220 Gt of NET. This was predominantly represented in IPCC modelling as delivered via BECCS. By contrast, only a few simulations without CCS (36% of those reported) succeeded in remaining below 2°C.",1013.0,H2_2C
1459,52532,hilj,        ,"Simulations for RCP2.6 which represent a future global rise of 2°C or less, all required CCS as well as 40–220 Gt of NET. This was predominantly represented in IPCC modelling as delivered via BECCS. By contrast, only a few simulations without CCS (36% of those reported) succeeded in remaining below 2°C.",1013.0,H2_2C
1460,52532,hilj,Reality check,"Simulations for RCP2.6 which represent a future global rise of 2°C or less, all required CCS as well as 40–220 Gt of NET. This was predominantly represented in IPCC modelling as delivered via BECCS. By contrast, only a few simulations without CCS (36% of those reported) succeeded in remaining below 2°C.",1013.0,R1_Important
1461,52532,hilj,        ,"Simulations for RCP2.6 which represent a future global rise of 2°C or less, all required CCS as well as 40–220 Gt of NET. This was predominantly represented in IPCC modelling as delivered via BECCS. By contrast, only a few simulations without CCS (36% of those reported) succeeded in remaining below 2°C.",1013.0,R1_Important
1462,52532,hilj,Reality check,"Inclusion of (BE)CCS created ‘feasible’ 2°C model pathways, but ignored the unreality that BECCS is barely deployed at industrial scale; at present, the only BECCS system functioning at a suitably large scale (approx. 1 Mt CO2 yr−1) is the Illinois Industrial CCS fermentation plant at Decatur, Illinois [9]. BECCS by combustion has not been developed commercially and BECCS by gasification has barely been trialled. At least a decade of development can be expected, followed by decades of build-out to achieve global impact.",1014.0,Z6_other
1463,52532,hilj,        ,"Inclusion of (BE)CCS created ‘feasible’ 2°C model pathways, but ignored the unreality that BECCS is barely deployed at industrial scale; at present, the only BECCS system functioning at a suitably large scale (approx. 1 Mt CO2 yr−1) is the Illinois Industrial CCS fermentation plant at Decatur, Illinois [9]. BECCS by combustion has not been developed commercially and BECCS by gasification has barely been trialled. At least a decade of development can be expected, followed by decades of build-out to achieve global impact.",1014.0,Z6_other
1464,58289,,,"Our internally consistent biogeochemical simulation results shed light on the feasibility and trade-offs of a BECCS contribution from dedicated bioenergy crops to NE requirements for three alternative storylines of future land-use development. We have shown substantial trade-offs between BECCS and PBs at regional and global scales, complementing previous assessments of biophysical limitations and trade-offs with food production , biodiversity and water use .",1021.0,H3_1.5C
1465,58289,,,"Our internally consistent biogeochemical simulation results shed light on the feasibility and trade-offs of a BECCS contribution from dedicated bioenergy crops to NE requirements for three alternative storylines of future land-use development. We have shown substantial trade-offs between BECCS and PBs at regional and global scales, complementing previous assessments of biophysical limitations and trade-offs with food production , biodiversity and water use .",1021.0,H2_2C
1466,58289,,,"Our internally consistent biogeochemical simulation results shed light on the feasibility and trade-offs of a BECCS contribution from dedicated bioenergy crops to NE requirements for three alternative storylines of future land-use development. We have shown substantial trade-offs between BECCS and PBs at regional and global scales, complementing previous assessments of biophysical limitations and trade-offs with food production , biodiversity and water use .",1021.0,H7_Lim_tech
1467,58289,,,"Our internally consistent biogeochemical simulation results shed light on the feasibility and trade-offs of a BECCS contribution from dedicated bioenergy crops to NE requirements for three alternative storylines of future land-use development. We have shown substantial trade-offs between BECCS and PBs at regional and global scales, complementing previous assessments of biophysical limitations and trade-offs with food production , biodiversity and water use .",1021.0,R1_Important
1468,58289,,,"Our internally consistent biogeochemical simulation results shed light on the feasibility and trade-offs of a BECCS contribution from dedicated bioenergy crops to NE requirements for three alternative storylines of future land-use development. We have shown substantial trade-offs between BECCS and PBs at regional and global scales, complementing previous assessments of biophysical limitations and trade-offs with food production , biodiversity and water use .",1021.0,Z4_technology
1469,58289,,,"Our internally consistent biogeochemical simulation results shed light on the feasibility and trade-offs of a BECCS contribution from dedicated bioenergy crops to NE requirements for three alternative storylines of future land-use development. We have shown substantial trade-offs between BECCS and PBs at regional and global scales, complementing previous assessments of biophysical limitations and trade-offs with food production , biodiversity and water use .",1021.0,Z2_mitigation_pathway_dynamics
1470,52549,,,Purposeful capture of CO2 and storage for atmosphere protection was proposed many decades ago by Marchetti in 1977 [22].,1023.0,Z6_other
1471,52549,,," There is much focus on the technologies of gas separation or CO2 capture, but much less consideration of where the captured CO2 will be stored or disposed, how that will be done, who will enact that and who will pay for it.",1022.0,Z4_technology
1472,52549,,,CCS is an essential entry point for all types of geological CO2 storage.,1024.0,Z4_technology
1473,58290,,,"The NE requirements projected could be met only ifthe precautionary principle of the planetary boundaries framework was discarded, and if highly efficient biomass conversion to hydrogen and carbon storage pathways were available. This shows that socio-economic pathways requiring substantial BECCS bear the risk of triggering potentially irreversible changes in the Earth system through extensive land-use change, water use, alteration of biogeochemical flows and compromising biosphere integrity.",1025.0,H7_Lim_tech
1474,58290,,,"The NE requirements projected could be met only ifthe precautionary principle of the planetary boundaries framework was discarded, and if highly efficient biomass conversion to hydrogen and carbon storage pathways were available. This shows that socio-economic pathways requiring substantial BECCS bear the risk of triggering potentially irreversible changes in the Earth system through extensive land-use change, water use, alteration of biogeochemical flows and compromising biosphere integrity.",1025.0,Z5_climate_system
1475,58290,,,"The NE requirements projected could be met only ifthe precautionary principle of the planetary boundaries framework was discarded, and if highly efficient biomass conversion to hydrogen and carbon storage pathways were available. This shows that socio-economic pathways requiring substantial BECCS bear the risk of triggering potentially irreversible changes in the Earth system through extensive land-use change, water use, alteration of biogeochemical flows and compromising biosphere integrity.",1025.0,Z4_technology
1476,58290,,,"The NE requirements projected could be met only ifthe precautionary principle of the planetary boundaries framework was discarded, and if highly efficient biomass conversion to hydrogen and carbon storage pathways were available. This shows that socio-economic pathways requiring substantial BECCS bear the risk of triggering potentially irreversible changes in the Earth system through extensive land-use change, water use, alteration of biogeochemical flows and compromising biosphere integrity.",1025.0,O2_Tipping
1477,52550,,,"Many techno-economic analyses have been compiled to show that CCS, acting across a whole economy, is clearly beneficial on a cost basis, reducing the cost of decarbonization by a factor of 2.5 compared to more radical activities needed if CCS is not deployed on many applications (IPCC AR5 2014).",1026.0,C1_Lower
1478,52550,,,"The problem is enabling the entry and growth of a new clean emissions technology, which appears to be more expensive than the incumbent familiar methods. Countries in Europe, North America and Australia have attempted to make this change through retrofitting coal-fuelled power plants. That has not worked, because the rise of renewable energies has provided alternative sources for low carbon electricity, which have been heavily subsidized, and have also shown very rapid cost reductions as a consequence of multiple and rapid build cycles.",1027.0,Z4_technology
1479,52564,,,"Extrapolating from this graph suggests that CCS requires continued rapid growth of installation now, with uninterrupted increased growth from mid-2020s to 2050, and linear growth to 2110.",1028.0,D2_Upscaling
1480,52565,hilj,Reality check,"The only technology group to have equipment operating at commercial scale is CCS, but this still relies on subsidy-driven developments, and has not achieved cost-reduction or been adopted as standard practice. That has taken 40 years since the concept was first published, 45 years since CO2 was first deliberately injected into geological oil reservoirs, 27 years since the first research was undertaken on a CCS system, and 13 years since 2005, when G8 political heads of state at Gleneagles declared CCS to be a priority against climate change.",1029.0,Z4_technology
1481,52565,hilj,Reality check,"The only technology group to have equipment operating at commercial scale is CCS, but this still relies on subsidy-driven developments, and has not achieved cost-reduction or been adopted as standard practice. That has taken 40 years since the concept was first published, 45 years since CO2 was first deliberately injected into geological oil reservoirs, 27 years since the first research was undertaken on a CCS system, and 13 years since 2005, when G8 political heads of state at Gleneagles declared CCS to be a priority against climate change.",1029.0,Z6_other
1482,52565,hilj,Reality check,"Yet, as IPCC AR5 modelling showed in 2014, CCS is by far the most impactful technology group, without which it is difficult to find alternative methods of staying within a 2°C warming target.",1031.0,R1_Important
1483,52565,hilj,Reality check,"Large technologies typically take two or three decades to move from invention, test-bed, pilot and demonstration, to commercial operation—and then rapid build rates to achieve ‘materiality’ of at least 10% of the anticipated capacity installed worldwide.",1032.0,Z6_other
1484,52565,hilj,Reality check,"Large technologies typically take two or three decades to move from invention, test-bed, pilot and demonstration, to commercial operation—and then rapid build rates to achieve ‘materiality’ of at least 10% of the anticipated capacity installed worldwide.",1032.0,Z4_technology
1485,52583,,,"We find that technologically viable NET in the years to 2035 are limited to three. Each of these are briefly examined. A fundamental caveat for all three, as discussed in the CCS analysis, is the slowdown of progress, and limitation on deployment through practical human factors. Such factors include (i) the manufacturing ability to move up in scale from laboratory and field test, through to full commercialization and routine deployment, (ii) gaining permissions from environmental regulators and from land planners to build and operate the equipment, and (iii), most important of all, financial profitability and confidence in the political imperative that a fundamental and durable change in operation of the carbon system will be demanded in each country affected.",1033.0,Z4_technology
1486,52583,,,"We find that technologically viable NET in the years to 2035 are limited to three. Each of these are briefly examined. A fundamental caveat for all three, as discussed in the CCS analysis, is the slowdown of progress, and limitation on deployment through practical human factors. Such factors include (i) the manufacturing ability to move up in scale from laboratory and field test, through to full commercialization and routine deployment, (ii) gaining permissions from environmental regulators and from land planners to build and operate the equipment, and (iii), most important of all, financial profitability and confidence in the political imperative that a fundamental and durable change in operation of the carbon system will be demanded in each country affected.",1033.0,Z2_mitigation_pathway_dynamics
1487,52584,,,"As stated above, to achieve a modelled prediction that the climate will stay within 2°C global warming the IPCC AR5 report required the modelled addition of both CCS, and negative emissions by using BECCS.",1034.0,H2_2C
1488,52584,,,"As stated above, to achieve a modelled prediction that the climate will stay within 2°C global warming the IPCC AR5 report required the modelled addition of both CCS, and negative emissions by using BECCS.",1034.0,R1_Important
1489,52586,,,Geological storage as CCS in depleted hydrocarbon fields and saline formations could be 100–1000 GtC [49].,1035.0,Z4_technology
1490,52590,,,"BECCS, like biomass itself, can come in many forms. Capture of high-concentration CO2 from manufacture of corn-based methanol is already underway at Decatur Illinois. Projects to capture high-concentration CO2 streams from brewing and distilling are easy to envisage, but do not yet seem to have been deployed. Developing BECCS on combustion of wood at large scale has not yet been achieved. Large power plant can readily convert from coal to combustion of biomass, like Drax in the UK, but CCS has not yet been added.",1036.0,Z4_technology
1491,52591,,,"But a second difficulty arises in verifying the provenance and carbon balance sustainability. Provenance authentication of sustainable biomass supply will be as important as verifying the capture efficiency of BECCS or the ensuing CO2 storage. Fuels such as sugar cane, which harvest annually, can more easily match harvesting tonnages to re-growth within a year or two. By contrast, a convincing assertion that woody biomass provides re-planting to sustainably balance carbon stocks [51] in anything less than 40–100 years still seems hard to achieve without CCS [52]. Third, if CCS is to become deployed onto biomass, then a global mitigation industry of the size envisaged by IPCC will require immense areas of land conversion from crops to biomass.",1037.0,Z4_technology
1492,52592,,,"This at present is more like a circular economy operation to recreate hydrocarbon fuel, and not a DAC. There is not yet a really clearly operational DAC fully linked to long-duration storage destination.",1038.0,Z4_technology
1493,52592,,,"DAC remains a holy grail of negative emissions technologies, and the first pilot projects are only now emerging. ",1039.0,Z4_technology
1494,52592,,,"DAC remains a holy grail of negative emissions technologies, and the first pilot projects are only now emerging. ",1039.0,Z6_other
1495,52593,,,"Matter et al. [57] have trialled the injection of CO2 dissolved in brine into exceptionally porous recent basalt sediments and lavas in southwest Iceland, as part of the CarbFix experiment. This very small-scale trial mineralized 120 tonnes of aqueous dissolved CO2 within a few days, at a very low cost of only a few $ per tonne CO2 abated. This type of injection, could within years be scaled up in number but not greatly in size, and could technologically use very large volumes of uniquely reactive basalt glass and lava in central Iceland to store many hundreds of millions of tonnes of CO2.",1040.0,Z4_technology
1496,52593,,,"The theoretical storage resource available from ocean floor basalt, which is more difficult to exploit could be 18 000 Gt CO2 [58]",1041.0,Z4_technology
1497,52593,,,"It is not yet known how to scale up borehole injection to accept tens or hundreds of millions of tonnes CO2 per year. Methods of monitoring to verify the certainty of CO2 sequestration into minerals, before climate action payments may be made, are not yet clear. It is these types of barriers, through legal permission and legislation, environmental operation practice, ability to verify and profitability, which have delayed the practical progress of ‘conventional’ CCS for about 20 years.",1042.0,Z4_technology
1498,52600,,,"Ironically, modelling suggests [65] that even if massive CDR is undertaken to reduce warming, then the consequences of ocean acidification are already locked in. Continued acidification is now inevitable, so cannot be used as an objection to engineered ocean CDR.",1043.0,Z4_technology
1499,66142,,,"As population growth slows down and agricultural yields further improve, land tends to become available that is no longer used for other purposes",1047.0,H5_SSP
1500,66143,,,the potential sink area is reduced by a factor to represent implementation barriers. We have assumed that these barriers cause a reduction the total potential to 10% in 2010 and 30% in 2030 and onward,1048.0,Z4_technology
1501,66143,,,"For some low-income regions (like South America) the availability of excess agricultural land around the middle of the century plays a major role, leading to great increase in carbon sequestration potentials",1049.0,Z2_mitigation_pathway_dynamics
1502,66143,,,"For some low-income regions (like South America) the availability of excess agricultural land around the middle of the century plays a major role, leading to great increase in carbon sequestration potentials",1049.0,H5_SSP
1503,66168,,,the maximum amount of carbon sequestration for sinks is achieved by 2050,1050.0,Z2_mitigation_pathway_dynamics
1504,66206,galm,INCOMPLETE,The introduction of the combination of bio-energy and carbon capture and storage (BECCS) in the electric power sector and the production ocafsehyodfraomgebnitcioanuspclaliymaanteimpoploicrytansctenroalreioisn ,1051.0,Z6_other
1505,66207,,,This energy technology in fact absorbs C02 from the atmosphere in the growth cycle of biomass which is stored underground creating net negative emissions per unit of energy consumption,1052.0,Z4_technology
1506,66212,,,"In fact, C02 emissions go even slightly negative. ",1053.0,D1_Dynamics
1507,61894,,,"the question remains whether the determined target is reachable, in the absence of other technology options such as climate engineering or BECCS, despite the celebrated Paris agreement",1054.0,R1_Important
1508,61896,,,Negative emission technologies such as direct air capture in combination with carbon storage or bioenergy usage in combination with carbon capture and storage (BECCS) are options to provide the decision maker with greater flexibility in solving 30 the climate problem,1055.0,D6_Flex
1509,61897,,,Negative emissions have been included in previous research in order to solve the issue of infeasibility under CEA,1056.0,D6_Flex
1510,61900,,,"For the 2°C target, BECCS increases the probability of reaching the target and can, thus, become an option to buy time and enable a smoother transition from fossil fuels to renewables at reduced costs",1057.0,D6_Flex
1511,61900,,,"For the 2°C target, BECCS increases the probability of reaching the target and can, thus, become an option to buy time and enable a smoother transition from fossil fuels to renewables at reduced costs",1057.0,H2_2C
1512,61900,,,"For the 2°C target, BECCS increases the probability of reaching the target and can, thus, become an option to buy time and enable a smoother transition from fossil fuels to renewables at reduced costs",1057.0,Z3_mitigation_costs
1513,61900,,,"Alternatively, BECCS can be used to pursue even more stringent targets. This is in line with the desire to limit global 15 warming to well below 2°C or even “pursuing efforts to limit the temperature increase to 1.5°C”",1058.0,H3_1.5C
1514,61901,galm,Bio poten,For bioenergy the question arises whether growth can be managed sustainably,1059.0,Z6_other
1515,61904,galm,bio poten,Its main uncertainties relate to resource potentials and deployment.,1061.0,Z6_other
1516,61906,,,"Comparing BECCS to other CDR options such as biochar and DAR, it can be considered the least cost option, as long 30 as biomass is not restricted significantly (Kriegler et al., 2013)",1062.0,H6_NETs_portfolio
1517,61907,galm,social acceptance,"Biomass growth might induce deforestation which destroys biodiversity (Klein et al., 2014b). Being implemented responsibly with agroforestry schemes, instead, it can 5 result in reversed effects, namely an increase in biodiversity and higher resilience to climate change",1063.0,Z4_technology
1518,61907,galm,social acceptance,Leakage can negatively effect biodiversity and can have severe health impacts,1064.0,Z4_technology
1519,61907,galm,social acceptance,a severe lack of social acceptance,1065.0,Z6_other
1520,61909,,,"BECCS is the most crucial technology to reach this target,",1066.0,H3_1.5C
1521,61909,,,"BECCS is the most crucial technology to reach this target,",1066.0,R1_Important
1522,61910,galm,Social acceptance        ,"On the other hand, social acceptance is missing, especially when projects substantiate locally, a behavior titled numbyism – not under my backyard",1067.0,Z6_other
1523,61910,galm,Social acceptance        ,“adverse effect on food security in developing countries” through increased competition for land and thus increasing food prices needs consideration ,1068.0,T2_Food_price
1524,61911,,,The potential of BECCS to compensate emissions across time is of particular importance in light of delayed climate policy,1070.0,D6_Flex
1525,61912,,,Models evaluating technological set ups and the impact of delayed action mostly find BECCS to be essential for feasible outcomes,1071.0,H4_Delay
1526,61912,,,Models evaluating technological set ups and the impact of delayed action mostly find BECCS to be essential for feasible outcomes,1071.0,D6_Flex
1527,61911,,,The potential of BECCS to compensate emissions across time is of particular importance in light of delayed climate policy,1070.0,H4_Delay
1528,61913,,,"Additionally, the amount of BECCS employed increases with the length of delay",1072.0,H4_Delay
1529,61937,,,Under CEA temporary overshooting is not allowed,1073.0,O1_Overshoot
1530,61937,,,"Without BECCS the model cannot find a feasible solution for climate targets lower than 1.7°C, whereas with BECCS climate targets up to 1.4°C are still feasible provided immediate action is taken",1074.0,H3_1.5C
1531,61937,,,Welfare losses when excluding the technology option BECCS increase by 0.81 %pts,1075.0,C1_Lower
1532,61937,,,"Without BECCS, a premature switch-off of fossil fuels increases the effect of mitigation costs",1076.0,D4_Fossil_fuels
1533,61937,,,"With BECCS, the fossil fuel phase out is postponed, and investments are mainly placed into fossil fuels and bioenergy in the short to medium term",1077.0,D4_Fossil_fuels
1534,61937,,,"Additionally, the investment share into renewables is decreased significantly, especially when considering investment peaks, leading to a smoother consumption path",1078.0,D4_Fossil_fuels
1535,61940,,,"Whereas almost an immediate shift into renewable energy is required in the scenario excluding BECCS (c), the withdrawl from fossil fuels is postponed and even prevented in (d)",1079.0,D4_Fossil_fuels
1536,61945,,,the negative impact of extreme delay scenarios can be reduced by the implementation of BECCS,1080.0,H4_Delay
1537,61945,,, Intermediary overshooting is compensated for at the end of the estimation period.,1081.0,O1_Overshoot
1538,61948,,,an immediate shut down of fossil fuels is superfluous when the possibility to compensate through CDR is enabled,1082.0,D4_Fossil_fuels
1539,61948,,,"Moreover, in the scenarios using BECCS the transition to a carbon neutral economy is postponed significantly",1083.0,D4_Fossil_fuels
1540,61949,,,BECCS can indeed be called an option to buy time,1084.0,D6_Flex
1541,61949,,,BECCS can indeed be called an option to buy time,1084.0,H4_Delay
1542,61949,,,"Similarly to our findings, Van Vuuren et al. (2013) predicts net negative emissions after 2070",1085.0,D1_Dynamics
1543,61949,,,"the inclusion of BECCS not only defers investments into renewables, but also prevents an initial high peak",1086.0,D4_Fossil_fuels
1544,61949,,,"BECCS, in turn, enables longer usage of fossil fuels because of the possibility of compensating emissions across time",1087.0,D4_Fossil_fuels
1545,61949,,,"There is nearly no money spent on renewables prior to 2040, if BECCS is available",1088.0,D4_Fossil_fuels
1546,61951,,,"When the scenario including BECCS is considered, welfare losses decrease significantly. ",1089.0,Z3_mitigation_costs
1547,61963,,,"The inclusion of BECCS avoids corner solutions for any delay scenario, thereby extending the manoeuvring room for decision makers",1090.0,D6_Flex
1548,61963,,,BECCS has a substantially moderating effect on welfare losses.,1091.0,C1_Lower
1549,61964,,,The possibility to compensate emissions across time reduces the pressure to shut down fossil energy production swiftly.,1092.0,D4_Fossil_fuels
1550,61965,,,one could conclude that BECCS could ‘solve’ the climate problem under delay if it had no side effects and were available in an abundant way,1093.0,H4_Delay
1551,61965,,,one could conclude that BECCS could ‘solve’ the climate problem under delay if it had no side effects and were available in an abundant way,1093.0,Z4_technology
1552,65050,,,negative emissions is the production of electricity or fuels using biomass coupled with carbon capture and storage (BECCS),1094.0,Z4_technology
1553,65050,,,"Given the importance of this option for achieving the 2 C target, it is critical that we understand how much BECCS can contribute to negative emissions and at what cost",1095.0,R1_Important
1554,65050,,,"Although there has been excellent research illustrating the importance of BECCS and quantifying its regional potential at a coarse scale, the opportunity exists to further refine regional potentials and supply curves using spatially-explicit modeling",1096.0,C4_Distribution
1555,55995,,,"Biomass is also a flexible resource that can service many end-uses—transportation, power, heat, hydrogen production, and materials",1097.0,T1_Versatile
1556,56004,,,"The implied bioenergy growth from today can be substantial, and represents a challenge for pursuing expanded bioenergy pathways. ",1098.0,D2_Upscaling
1557,56004,,,"Overall, BECCS reduces the need for near-term mitigation by offering the possibility ofrapid and significant mitigation later in the century",1099.0,D6_Flex
1558,56004,,,"Overall, BECCS reduces the need for near-term mitigation by offering the possibility ofrapid and significant mitigation later in the century",1099.0,H4_Delay
1559,56008,,,Biomass can be deployed to various parts of the energy system,1100.0,T1_Versatile
1560,56013,,,"Constraining biomass supply increases the marginal cost significantly in most models for both the 550 and 450 policies, with the impact increasing over the century when default bioenergy deployment is largest ",1101.0,C1_Lower
1561,56013,,," Is BECCS essential for achieving low climate targets? The NoCCS 450 scenarios give us some indication. However, they are not a direct evaluation as these scenarios exclude fossil fuel CCS options as well. Overall, we find that we cannot draw a strong conclusion",1102.0,R1_Important
1562,56013,,,"We find that constraining biomass supply not only affects the cost ofstabilization, but also the cost-effective emissions trajectory.",1103.0,C1_Lower
1563,56013,,,t BECCS could cost-effectively accommodate higher near-term fossil fuel emissions,1104.0,D4_Fossil_fuels
1564,56015,,,BECCS provides temporal mitigation flexibility that reduces near-term mitigation pressure—by up to 345 GtCO2 cumulatively through 2060,1105.0,D6_Flex
1565,56015,,,BECCS could be very valuable for reaching lower targets (especially during later half of century),1106.0,H3_1.5C
1566,57184,,,"Most EMF27 models also find it difficult or even impossible to reach the 450 ppm climate target by relying on energy efficiency and renewable energy alone, i.e., without CCS and nuclear energy",1107.0,R1_Important
1567,60474,,,"The high short term target does not make a substantial difference for the GCAM model, as this model projects a high overshoot ofthe long-term target and subsequent carbon dioxide removal (CDR) from the atmosphere, even under full when-flexibility",1110.0,O1_Overshoot
1568,60484,,," For all but one model, cumulative emissions until 2050 are considerably larger in the HST scenario, which increases the need for carbon dioxide removal (CDR) from the atmosphere and thus increases the risk of failing to meet the long-term target, as reflected in the infeasibility of this scenario in two of the nine models",1111.0,D6_Flex
1569,60484,,," For all but one model, cumulative emissions until 2050 are considerably larger in the HST scenario, which increases the need for carbon dioxide removal (CDR) from the atmosphere and thus increases the risk of failing to meet the long-term target, as reflected in the infeasibility of this scenario in two of the nine models",1111.0,H4_Delay
1570,60484,,,"Four models (GCAM, MESSAGE, MERGE-ETL and REMIND) substantially overshoot the budget by more than 200 Gt CO2 in 2050, while two models (POLES and WITCH) are roughly at the maximum budget level in 2050 and overshoot the budget only modestly in later decades",1112.0,O1_Overshoot
1571,60493,,,"the necessity ofachieving significant negative emissions in the second halfofthe century using biomass with CCS and terrestrial sequestration. As near-term emissions targets become less stringent (i.e., as action is delayed), the magnitude of required negative emissions increases, which poses a larger risk of failure in meeting long-term climate objectives",1113.0,D6_Flex
1572,60493,,,"the necessity ofachieving significant negative emissions in the second halfofthe century using biomass with CCS and terrestrial sequestration. As near-term emissions targets become less stringent (i.e., as action is delayed), the magnitude of required negative emissions increases, which poses a larger risk of failure in meeting long-term climate objectives",1113.0,H4_Delay
1573,60493,,,"the necessity ofachieving significant negative emissions in the second halfofthe century using biomass with CCS and terrestrial sequestration. As near-term emissions targets become less stringent (i.e., as action is delayed), the magnitude of required negative emissions increases, which poses a larger risk of failure in meeting long-term climate objectives",1113.0,R1_Important
1574,61032,,,The Intergovernmental Panel on Climate Change concludes that forest carbon sequestration can be used in the short-term to buy society some time to allow other technological advances to develop to reduce greenhouse gases,1116.0,D6_Flex
1575,61033,,," Future carbon prices obviously will depend on the actual climate policies adopted, but the current suite of energy models used by policy makers implies a wide range of potential prices and price paths. Given this range of possible future carbon prices, it is important to develop more thorough analysis that investigates when and how forest carbon sequestration should efﬁciently enter the suite of policy options for mitigation of climate change damages.",1117.0,C5_Carbon_price
1576,61061,,,"when carbon prices start at a relatively low level but rise at 3—5% per year, most carbon sequestration occurs later in the century",1118.0,D1_Dynamics
1577,61061,,,"with annual emissions caps and efﬁcient allocation of trades across time,carbon sequestration does not substitute for energy mitigation in early periods.",1123.0,D4_Fossil_fuels
1578,61062,galm,Short term negative emissions are possible with high c prices       ,"The results in scenarios 5 and 6 show that if there is high willingness to pay for mitigation in early periods (> $75 - $100 per t C), then 35—80 Pg of carbon could be stored in forests by 2050. Funhermore, because forestry involves some actions that have long-term consequences (i.e. afforestation on old agricultural land), higher initial carbon prices can increase long-term sequestration",1124.0,Z6_other
1579,61062,galm,Short term negative emissions are possible with high c prices       ,"The results in scenarios 5 and 6 show that if there is high willingness to pay for mitigation in early periods (> $75 - $100 per t C), then 35—80 Pg of carbon could be stored in forests by 2050. Funhermore, because forestry involves some actions that have long-term consequences (i.e. afforestation on old agricultural land), higher initial carbon prices can increase long-term sequestration",1124.0,D1_Dynamics
1580,52604,hilj,Reality check  ,"Across whole economies CO2 CCS in geological reservoirs, leading to BECCS and DAC for negative emissions, is a direct, technologically understood and practically proven mitigation action.",1125.0,Z4_technology
1581,52604,hilj,Reality check  ,"Analysis of all CCS projects shows that only CO2-enhanced oil recovery is currently viable commercially. From zero in 1996, the rate of CO2 capture intended for climate mitigation storage has increased to a current rate of 60 Mt CO2 yr−1, which is approximately 100 times lower than required by 2050. Current CCS development projects in the USA are expected to cease in the early 2020s when grant funds expire. Even if funds remain available, our extrapolation of past progress, predicts only 700 Mt yr−1 CO2 storage globally by 2050, which is 10 times lower than required.",1126.0,Z4_technology
1582,52604,hilj,Reality check  ,"Analysis of all CCS projects shows that only CO2-enhanced oil recovery is currently viable commercially. From zero in 1996, the rate of CO2 capture intended for climate mitigation storage has increased to a current rate of 60 Mt CO2 yr−1, which is approximately 100 times lower than required by 2050. Current CCS development projects in the USA are expected to cease in the early 2020s when grant funds expire. Even if funds remain available, our extrapolation of past progress, predicts only 700 Mt yr−1 CO2 storage globally by 2050, which is 10 times lower than required.",1126.0,Z6_other
1583,52604,hilj,Reality check  ,"Abandonment of CCS now would also exclude the development of expertise and preparation of future CO2 storage options for BECCS and DAC. This would eliminate the majority of scenarios in IPCC AR5 (2014) which stay beneath 2°C warming, and make an RCP 4.5° warming 60% probable by 2100. Paris 2015 commitments can only be met if CCS is part of the solutions.",1127.0,R1_Important
1584,52604,hilj,Reality check  ,"Abandonment of CCS now would also exclude the development of expertise and preparation of future CO2 storage options for BECCS and DAC. This would eliminate the majority of scenarios in IPCC AR5 (2014) which stay beneath 2°C warming, and make an RCP 4.5° warming 60% probable by 2100. Paris 2015 commitments can only be met if CCS is part of the solutions.",1127.0,H2_2C
1585,52604,hilj,Reality check  ,"Abandonment of CCS now would also exclude the development of expertise and preparation of future CO2 storage options for BECCS and DAC. This would eliminate the majority of scenarios in IPCC AR5 (2014) which stay beneath 2°C warming, and make an RCP 4.5° warming 60% probable by 2100. Paris 2015 commitments can only be met if CCS is part of the solutions.",1127.0,H3_1.5C
1586,52604,hilj,Reality check  ,"CCS is ready to operate on specific 20 types of high-concentration CO2 streams from industrial separations (e.g. fermentation, ammonia), including hydrogen production from natural gas. It is not necessary to wait for all processes to be equally capture-ready. Commercialization requires either a funding or a mandate policy, which could enable hundreds of Mt CO2 yr−1 to be captured and stored before 2030. BECCS can be operated at pilot scale in the short term, but capture of biomass combustion-derived CO2 at large scale requires more development during the next 10 years. DAC is operating only as test pilots, and will need scale up and cost reduction over the next 10–20 years.",1128.0,Z4_technology
1587,62838,,,"In the 2.8 W/m2 forcing target scenario, the carbon intensity improvements develop faster: Power production related CO2 emissions drop to zero or negative levels around 2050 and decrease to substantial negative values around 2100 in all models except MESSAGE and TIAM-ECN. In the latter two models, essentially all biomass is directed toward industry and transportation, so that the use of biomass cannot be exploited to generate negative emissions in the power sector (in conjunction with CCS).",1129.0,H2_2C
1588,62838,,,"In the 2.8 W/m2 forcing target scenario, the carbon intensity improvements develop faster: Power production related CO2 emissions drop to zero or negative levels around 2050 and decrease to substantial negative values around 2100 in all models except MESSAGE and TIAM-ECN. In the latter two models, essentially all biomass is directed toward industry and transportation, so that the use of biomass cannot be exploited to generate negative emissions in the power sector (in conjunction with CCS).",1129.0,Z4_technology
